reportedyear,FSA,reportedmonth,,MCI,Count of MCI
2018,M4H,December,12.00,Assault,8
2018,M4H,December,12.00,Auto Theft,1
2018,M4H,December,12.00,Robbery,1
2018,M4J,December,12.00,Assault,15
2018,M4J,December,12.00,Auto Theft,1
2018,M4J,December,12.00,Break and Enter,9
2018,M4J,December,12.00,Robbery,4
2018,M4K,December,12.00,Assault,22
2018,M4K,December,12.00,Auto Theft,5
2018,M4K,December,12.00,Break and Enter,13
2018,M4K,December,12.00,Robbery,3
2018,M4K,December,12.00,Theft Over,1
2018,M4L,December,12.00,Assault,21
2018,M4L,December,12.00,Auto Theft,1
2018,M4L,December,12.00,Break and Enter,7
2018,M4L,December,12.00,Robbery,4
2018,M4L,December,12.00,Theft Over,1
2018,M4M,December,12.00,Assault,20
2018,M4M,December,12.00,Auto Theft,2
2018,M4M,December,12.00,Break and Enter,9
2018,M4M,December,12.00,Theft Over,2
2018,M4N,December,12.00,Assault,1
2018,M4N,December,12.00,Auto Theft,3
2018,M4N,December,12.00,Break and Enter,6
2018,M4N,December,12.00,Theft Over,1
2018,M4P,December,12.00,Assault,6
2018,M4P,December,12.00,Auto Theft,2
2018,M4P,December,12.00,Break and Enter,4
2018,M4P,December,12.00,Robbery,2
2018,M4P,December,12.00,Theft Over,1
2018,M4R,December,12.00,Assault,2
2018,M4R,December,12.00,Auto Theft,1
2018,M4R,December,12.00,Break and Enter,4
2018,M4R,December,12.00,Robbery,1
2018,M4R,December,12.00,Theft Over,3
2018,M4S,December,12.00,Assault,5
2018,M4S,December,12.00,Auto Theft,5
2018,M4S,December,12.00,Break and Enter,9
2018,M4T,December,12.00,Assault,6
2018,M4T,December,12.00,Auto Theft,3
2018,M4T,December,12.00,Break and Enter,2
2018,M4V,December,12.00,Assault,4
2018,M4V,December,12.00,Auto Theft,1
2018,M4V,December,12.00,Break and Enter,7
2018,M4V,December,12.00,Robbery,3
2018,M4W,December,12.00,Assault,20
2018,M4W,December,12.00,Auto Theft,2
2018,M4W,December,12.00,Break and Enter,7
2018,M4W,December,12.00,Robbery,1
2018,M4X,December,12.00,Assault,11
2018,M4X,December,12.00,Auto Theft,2
2018,M4X,December,12.00,Break and Enter,6
2018,M4X,December,12.00,Robbery,13
2018,M4X,December,12.00,Theft Over,1
2018,M4Y,December,12.00,Assault,45
2018,M4Y,December,12.00,Auto Theft,4
2018,M4Y,December,12.00,Break and Enter,7
2018,M4Y,December,12.00,Robbery,3
2018,M4Y,December,12.00,Theft Over,5
2018,M5A,December,12.00,Assault,52
2018,M5A,December,12.00,Auto Theft,7
2018,M5A,December,12.00,Break and Enter,15
2018,M5A,December,12.00,Robbery,17
2018,M5A,December,12.00,Theft Over,5
2018,M5B,December,12.00,Assault,29
2018,M5B,December,12.00,Auto Theft,7
2018,M5B,December,12.00,Break and Enter,5
2018,M5B,December,12.00,Robbery,5
2018,M5B,December,12.00,Theft Over,3
2018,M5C,December,12.00,Assault,1
2018,M5C,December,12.00,Auto Theft,1
2018,M5C,December,12.00,Break and Enter,1
2018,M5C,December,12.00,Robbery,1
2018,M5C,December,12.00,Theft Over,1
2018,M5E,December,12.00,Assault,10
2018,M5E,December,12.00,Auto Theft,1
2018,M5G,December,12.00,Assault,25
2018,M5G,December,12.00,Auto Theft,1
2018,M5G,December,12.00,Break and Enter,6
2018,M5G,December,12.00,Robbery,4
2018,M5G,December,12.00,Theft Over,3
2018,M5H,December,12.00,Assault,28
2018,M5H,December,12.00,Auto Theft,1
2018,M5H,December,12.00,Break and Enter,4
2018,M5H,December,12.00,Theft Over,4
2018,M5J,December,12.00,Assault,15
2018,M5J,December,12.00,Auto Theft,1
2018,M5J,December,12.00,Break and Enter,3
2018,M5J,December,12.00,Theft Over,4
2018,M5M,December,12.00,Assault,2
2018,M5M,December,12.00,Auto Theft,5
2018,M5M,December,12.00,Break and Enter,5
2018,M5M,December,12.00,Robbery,2
2018,M5N,December,12.00,Auto Theft,7
2018,M5N,December,12.00,Break and Enter,4
2018,M5P,December,12.00,Assault,7
2018,M5P,December,12.00,Auto Theft,4
2018,M5P,December,12.00,Break and Enter,3
2018,M5P,December,12.00,Robbery,1
2018,M5R,December,12.00,Assault,24
2018,M5R,December,12.00,Auto Theft,1
2018,M5R,December,12.00,Break and Enter,15
2018,M5R,December,12.00,Robbery,3
2018,M5R,December,12.00,Theft Over,12
2018,M5S,December,12.00,Assault,18
2018,M5S,December,12.00,Auto Theft,4
2018,M5S,December,12.00,Break and Enter,22
2018,M5S,December,12.00,Robbery,5
2018,M5S,December,12.00,Theft Over,1
2018,M5T,December,12.00,Assault,27
2018,M5T,December,12.00,Auto Theft,1
2018,M5T,December,12.00,Break and Enter,23
2018,M5T,December,12.00,Robbery,3
2018,M5T,December,12.00,Theft Over,1
2018,M5V,December,12.00,Assault,46
2018,M5V,December,12.00,Auto Theft,2
2018,M5V,December,12.00,Break and Enter,29
2018,M5V,December,12.00,Robbery,8
2018,M5V,December,12.00,Theft Over,6
2018,M6A,December,12.00,Assault,20
2018,M6A,December,12.00,Auto Theft,3
2018,M6A,December,12.00,Break and Enter,15
2018,M6A,December,12.00,Robbery,2
2018,M6A,December,12.00,Theft Over,3
2018,M6B,December,12.00,Assault,5
2018,M6B,December,12.00,Auto Theft,4
2018,M6B,December,12.00,Break and Enter,7
2018,M6B,December,12.00,Robbery,2
2018,M6C,December,12.00,Assault,1
2018,M6C,December,12.00,Auto Theft,1
2018,M6C,December,12.00,Break and Enter,4
2018,M6C,December,12.00,Robbery,1
2018,M6C,December,12.00,Theft Over,1
2018,M6E,December,12.00,Assault,22
2018,M6E,December,12.00,Auto Theft,3
2018,M6E,December,12.00,Break and Enter,7
2018,M6E,December,12.00,Robbery,6
2018,M6E,December,12.00,Theft Over,2
2018,M6G,December,12.00,Assault,15
2018,M6G,December,12.00,Auto Theft,3
2018,M6G,December,12.00,Break and Enter,18
2018,M6G,December,12.00,Robbery,3
2018,M6H,December,12.00,Assault,27
2018,M6H,December,12.00,Auto Theft,3
2018,M6H,December,12.00,Break and Enter,14
2018,M6H,December,12.00,Robbery,2
2018,M6H,December,12.00,Theft Over,6
2018,M6J,December,12.00,Assault,21
2018,M6J,December,12.00,Auto Theft,3
2018,M6J,December,12.00,Break and Enter,12
2018,M6J,December,12.00,Robbery,1
2018,M6K,December,12.00,Assault,38
2018,M6K,December,12.00,Break and Enter,12
2018,M6K,December,12.00,Robbery,2
2018,M6K,December,12.00,Theft Over,3
2018,M6L,December,12.00,Assault,5
2018,M6L,December,12.00,Auto Theft,2
2018,M6L,December,12.00,Break and Enter,1
2018,M6L,December,12.00,Robbery,1
2018,M6L,December,12.00,Theft Over,1
2018,M6M,December,12.00,Assault,20
2018,M6M,December,12.00,Auto Theft,8
2018,M6M,December,12.00,Break and Enter,12
2018,M6M,December,12.00,Robbery,4
2018,M6N,December,12.00,Assault,22
2018,M6N,December,12.00,Auto Theft,8
2018,M6N,December,12.00,Break and Enter,7
2018,M6N,December,12.00,Robbery,1
2018,M6N,December,12.00,Theft Over,2
2018,M6P,December,12.00,Assault,13
2018,M6P,December,12.00,Break and Enter,8
2018,M6P,December,12.00,Robbery,4
2018,M6P,December,12.00,Theft Over,1
2018,M6R,December,12.00,Assault,7
2018,M6R,December,12.00,Auto Theft,3
2018,M6R,December,12.00,Break and Enter,9
2018,M6R,December,12.00,Robbery,4
2018,M6R,December,12.00,Theft Over,1
2018,M6S,December,12.00,Assault,5
2018,M6S,December,12.00,Auto Theft,4
2018,M6S,December,12.00,Break and Enter,1
2018,M6S,December,12.00,Robbery,1
2018,M8V,December,12.00,Assault,22
2018,M8V,December,12.00,Auto Theft,3
2018,M8V,December,12.00,Break and Enter,1
2018,M8V,December,12.00,Robbery,1
2018,M8W,December,12.00,Assault,10
2018,M8W,December,12.00,Auto Theft,5
2018,M8W,December,12.00,Break and Enter,7
2018,M8W,December,12.00,Robbery,3
2018,M8X,December,12.00,Assault,3
2018,M8X,December,12.00,Break and Enter,2
2018,M8X,December,12.00,Robbery,2
2018,M8Y,December,12.00,Assault,5
2018,M8Z,December,12.00,Assault,37
2018,M8Z,December,12.00,Auto Theft,7
2018,M8Z,December,12.00,Break and Enter,7
2018,M8Z,December,12.00,Robbery,2
2018,M8Z,December,12.00,Theft Over,1
2018,M9A,December,12.00,Assault,2
2018,M9A,December,12.00,Auto Theft,1
2018,M9A,December,12.00,Break and Enter,13
2018,M9A,December,12.00,Robbery,1
2018,M9A,December,12.00,Theft Over,1
2018,M9B,December,12.00,Assault,13
2018,M9B,December,12.00,Auto Theft,7
2018,M9B,December,12.00,Break and Enter,3
2018,M9B,December,12.00,Theft Over,1
2018,M9C,December,12.00,Assault,17
2018,M9C,December,12.00,Auto Theft,2
2018,M9C,December,12.00,Break and Enter,5
2018,M9C,December,12.00,Robbery,2
2018,M9C,December,12.00,Theft Over,2
2018,M9L,December,12.00,Assault,5
2018,M9L,December,12.00,Auto Theft,11
2018,M9L,December,12.00,Break and Enter,2
2018,M9L,December,12.00,Robbery,4
2018,M9L,December,12.00,Theft Over,4
2018,M9M,December,12.00,Assault,13
2018,M9M,December,12.00,Auto Theft,12
2018,M9M,December,12.00,Break and Enter,4
2018,M9M,December,12.00,Robbery,3
2018,M9N,December,12.00,Assault,16
2018,M9N,December,12.00,Auto Theft,10
2018,M9N,December,12.00,Break and Enter,3
2018,M9N,December,12.00,Robbery,7
2018,M9N,December,12.00,Theft Over,2
2018,M9P,December,12.00,Assault,7
2018,M9P,December,12.00,Auto Theft,4
2018,M9P,December,12.00,Break and Enter,6
2018,M9R,December,12.00,Assault,8
2018,M9R,December,12.00,Auto Theft,9
2018,M9R,December,12.00,Break and Enter,7
2018,M9R,December,12.00,Robbery,1
2018,M9V,December,12.00,Assault,45
2018,M9V,December,12.00,Auto Theft,28
2018,M9V,December,12.00,Break and Enter,9
2018,M9V,December,12.00,Robbery,9
2018,M9V,December,12.00,Theft Over,2
2018,M9W,December,12.00,Assault,33
2018,M9W,December,12.00,Auto Theft,58
2018,M9W,December,12.00,Break and Enter,20
2018,M9W,December,12.00,Robbery,10
2018,M9W,December,12.00,Theft Over,4
2018,Overall,December,12.00,Assault,1511
2018,Overall,December,12.00,Break and Enter,708
2018,Overall,December,12.00,Auto Theft,447
2018,Overall,December,12.00,Robbery,278
2018,Overall,December,12.00,Theft Over,120
2019,M1B,December,12.00,Assault,20
2019,M1B,December,12.00,Auto Theft,8
2019,M1B,December,12.00,Break and Enter,3
2019,M1B,December,12.00,Robbery,1
2019,M1C,December,12.00,Assault,8
2019,M1C,December,12.00,Auto Theft,7
2019,M1C,December,12.00,Break and Enter,4
2019,M1C,December,12.00,Robbery,1
2019,M1C,December,12.00,Theft Over,1
2019,M1E,December,12.00,Assault,41
2019,M1E,December,12.00,Auto Theft,3
2019,M1E,December,12.00,Break and Enter,6
2019,M1E,December,12.00,Robbery,14
2019,M1G,December,12.00,Assault,20
2019,M1G,December,12.00,Break and Enter,1
2019,M1H,December,12.00,Assault,15
2019,M1H,December,12.00,Auto Theft,3
2019,M1H,December,12.00,Robbery,3
2019,M1J,December,12.00,Assault,21
2019,M1J,December,12.00,Auto Theft,2
2019,M1J,December,12.00,Break and Enter,5
2019,M1J,December,12.00,Robbery,3
2019,M1K,December,12.00,Assault,22
2019,M1K,December,12.00,Auto Theft,9
2019,M1K,December,12.00,Break and Enter,4
2019,M1K,December,12.00,Robbery,4
2019,M1K,December,12.00,Theft Over,1
2019,M1L,December,12.00,Assault,32
2019,M1L,December,12.00,Auto Theft,5
2019,M1L,December,12.00,Break and Enter,4
2019,M1L,December,12.00,Robbery,2
2019,M1M,December,12.00,Assault,10
2019,M1M,December,12.00,Auto Theft,3
2019,M1M,December,12.00,Break and Enter,4
2019,M1N,December,12.00,Assault,15
2019,M1N,December,12.00,Auto Theft,2
2019,M1N,December,12.00,Break and Enter,3
2019,M1N,December,12.00,Theft Over,1
2019,M1P,December,12.00,Assault,26
2019,M1P,December,12.00,Auto Theft,8
2019,M1P,December,12.00,Break and Enter,9
2019,M1P,December,12.00,Robbery,6
2019,M1P,December,12.00,Theft Over,1
2019,M1R,December,12.00,Assault,12
2019,M1R,December,12.00,Auto Theft,8
2019,M1R,December,12.00,Break and Enter,6
2019,M1R,December,12.00,Robbery,3
2019,M1R,December,12.00,Theft Over,1
2019,M1S,December,12.00,Assault,13
2019,M1S,December,12.00,Auto Theft,5
2019,M1S,December,12.00,Break and Enter,15
2019,M1T,December,12.00,Assault,15
2019,M1T,December,12.00,Auto Theft,4
2019,M1T,December,12.00,Break and Enter,5
2019,M1T,December,12.00,Robbery,3
2019,M1V,December,12.00,Assault,8
2019,M1V,December,12.00,Auto Theft,2
2019,M1V,December,12.00,Break and Enter,3
2019,M1V,December,12.00,Robbery,1
2019,M1W,December,12.00,Assault,12
2019,M1W,December,12.00,Auto Theft,3
2019,M1W,December,12.00,Break and Enter,2
2019,M1W,December,12.00,Robbery,1
2019,M2H,December,12.00,Assault,10
2019,M2H,December,12.00,Auto Theft,3
2019,M2H,December,12.00,Break and Enter,2
2019,M2H,December,12.00,Robbery,1
2019,M2H,December,12.00,Theft Over,1
2019,M2J,December,12.00,Assault,20
2019,M2J,December,12.00,Auto Theft,5
2019,M2J,December,12.00,Break and Enter,7
2019,M2J,December,12.00,Robbery,2
2019,M2J,December,12.00,Theft Over,5
2019,M2K,December,12.00,Assault,3
2019,M2K,December,12.00,Auto Theft,2
2019,M2K,December,12.00,Break and Enter,7
2019,M2K,December,12.00,Robbery,4
2019,M2K,December,12.00,Theft Over,1
2019,M2L,December,12.00,Assault,5
2019,M2L,December,12.00,Auto Theft,1
2019,M2L,December,12.00,Break and Enter,4
2019,M2L,December,12.00,Robbery,2
2019,M2M,December,12.00,Assault,13
2019,M2M,December,12.00,Auto Theft,9
2019,M2M,December,12.00,Break and Enter,6
2019,M2M,December,12.00,Robbery,4
2019,M2M,December,12.00,Theft Over,1
2019,M2N,December,12.00,Assault,18
2019,M2N,December,12.00,Auto Theft,3
2019,M2N,December,12.00,Break and Enter,23
2019,M2N,December,12.00,Robbery,4
2019,M2N,December,12.00,Theft Over,7
2019,M2P,December,12.00,Assault,2
2019,M2P,December,12.00,Break and Enter,6
2019,M2R,December,12.00,Assault,13
2019,M2R,December,12.00,Auto Theft,5
2019,M2R,December,12.00,Break and Enter,1
2019,M2R,December,12.00,Robbery,3
2019,M3A,December,12.00,Assault,15
2019,M3A,December,12.00,Auto Theft,5
2019,M3A,December,12.00,Break and Enter,2
2019,M3A,December,12.00,Robbery,7
2019,M3B,December,12.00,Assault,2
2019,M3B,December,12.00,Auto Theft,2
2019,M3B,December,12.00,Break and Enter,6
2019,M3B,December,12.00,Robbery,1
2019,M3C,December,12.00,Assault,15
2019,M3C,December,12.00,Auto Theft,1
2019,M3C,December,12.00,Break and Enter,3
2019,M3C,December,12.00,Robbery,9
2019,M3H,December,12.00,Assault,15
2019,M3H,December,12.00,Auto Theft,1
2019,M3H,December,12.00,Break and Enter,6
2019,M3H,December,12.00,Robbery,4
2019,M3H,December,12.00,Theft Over,1
2019,M3J,December,12.00,Assault,25
2019,M3J,December,12.00,Auto Theft,10
2019,M3J,December,12.00,Break and Enter,4
2019,M3J,December,12.00,Robbery,13
2019,M3J,December,12.00,Theft Over,1
2019,M3K,December,12.00,Assault,6
2019,M3K,December,12.00,Break and Enter,3
2019,M3K,December,12.00,Robbery,1
2019,M3L,December,12.00,Assault,23
2019,M3L,December,12.00,Auto Theft,7
2019,M3L,December,12.00,Break and Enter,3
2019,M3L,December,12.00,Robbery,8
2019,M3L,December,12.00,Theft Over,1
2019,M3M,December,12.00,Assault,11
2019,M3M,December,12.00,Auto Theft,6
2019,M3M,December,12.00,Break and Enter,6
2019,M3M,December,12.00,Theft Over,1
2019,M3N,December,12.00,Assault,62
2019,M3N,December,12.00,Auto Theft,6
2019,M3N,December,12.00,Break and Enter,8
2019,M3N,December,12.00,Robbery,11
2019,M3N,December,12.00,Theft Over,2
2019,M4A,December,12.00,Assault,13
2019,M4A,December,12.00,Auto Theft,2
2019,M4A,December,12.00,Break and Enter,1
2019,M4A,December,12.00,Robbery,2
2019,M4B,December,12.00,Assault,10
2019,M4B,December,12.00,Auto Theft,2
2019,M4B,December,12.00,Break and Enter,4
2019,M4B,December,12.00,Robbery,1
2019,M4C,December,12.00,Assault,20
2019,M4C,December,12.00,Auto Theft,9
2019,M4C,December,12.00,Break and Enter,17
2019,M4C,December,12.00,Robbery,4
2019,M4C,December,12.00,Theft Over,2
2019,M4E,December,12.00,Assault,7
2019,M4E,December,12.00,Break and Enter,3
2019,M4E,December,12.00,Robbery,4
2019,M4G,December,12.00,Assault,4
2019,M4G,December,12.00,Auto Theft,5
2019,M4G,December,12.00,Break and Enter,6
2019,M4G,December,12.00,Robbery,1
2019,M4G,December,12.00,Theft Over,1
2019,M4H,December,12.00,Assault,15
2019,M4H,December,12.00,Break and Enter,1
2019,M4H,December,12.00,Robbery,3
2019,M4J,December,12.00,Assault,13
2019,M4J,December,12.00,Auto Theft,1
2019,M4J,December,12.00,Break and Enter,8
2019,M4J,December,12.00,Robbery,3
2019,M4J,December,12.00,Theft Over,1
2019,M4K,December,12.00,Assault,19
2019,M4K,December,12.00,Auto Theft,4
2019,M4K,December,12.00,Break and Enter,8
2019,M4K,December,12.00,Robbery,1
2019,M4L,December,12.00,Assault,24
2019,M4L,December,12.00,Auto Theft,1
2019,M4L,December,12.00,Break and Enter,4
2019,M4M,December,12.00,Assault,11
2019,M4M,December,12.00,Auto Theft,4
2019,M4M,December,12.00,Break and Enter,7
2019,M4M,December,12.00,Robbery,2
2019,M4M,December,12.00,Theft Over,1
2019,M4N,December,12.00,Assault,2
2019,M4N,December,12.00,Auto Theft,3
2019,M4N,December,12.00,Break and Enter,3
2019,M4P,December,12.00,Assault,13
2019,M4P,December,12.00,Auto Theft,1
2019,M4P,December,12.00,Break and Enter,4
2019,M4P,December,12.00,Robbery,1
2019,M4R,December,12.00,Assault,5
2019,M4R,December,12.00,Auto Theft,2
2019,M4R,December,12.00,Break and Enter,1
2019,M4R,December,12.00,Robbery,2
2019,M4R,December,12.00,Theft Over,2
2019,M4S,December,12.00,Assault,1
2019,M4S,December,12.00,Break and Enter,6
2019,M4T,December,12.00,Assault,1
2019,M4T,December,12.00,Auto Theft,2
2019,M4T,December,12.00,Break and Enter,1
2019,M4V,December,12.00,Assault,9
2019,M4V,December,12.00,Auto Theft,1
2019,M4V,December,12.00,Break and Enter,3
2019,M4V,December,12.00,Theft Over,1
2019,M4W,December,12.00,Assault,19
2019,M4W,December,12.00,Auto Theft,5
2019,M4W,December,12.00,Break and Enter,7
2019,M4W,December,12.00,Robbery,1
2019,M4W,December,12.00,Theft Over,1
2019,M4X,December,12.00,Assault,16
2019,M4X,December,12.00,Auto Theft,4
2019,M4X,December,12.00,Break and Enter,6
2019,M4X,December,12.00,Robbery,1
2019,M4X,December,12.00,Theft Over,1
2019,M4Y,December,12.00,Assault,49
2019,M4Y,December,12.00,Break and Enter,15
2019,M4Y,December,12.00,Robbery,4
2019,M4Y,December,12.00,Theft Over,3
2019,M5A,December,12.00,Assault,64
2019,M5A,December,12.00,Auto Theft,6
2019,M5A,December,12.00,Break and Enter,19
2019,M5A,December,12.00,Robbery,5
2019,M5A,December,12.00,Theft Over,7
2019,M5B,December,12.00,Assault,25
2019,M5B,December,12.00,Auto Theft,2
2019,M5B,December,12.00,Break and Enter,4
2019,M5B,December,12.00,Robbery,3
2019,M5B,December,12.00,Theft Over,2
2019,M5C,December,12.00,Assault,3
2019,M5C,December,12.00,Break and Enter,3
2019,M5C,December,12.00,Robbery,1
2019,M5E,December,12.00,Assault,8
2019,M5E,December,12.00,Break and Enter,3
2019,M5E,December,12.00,Theft Over,1
2019,M5G,December,12.00,Assault,41
2019,M5G,December,12.00,Break and Enter,4
2019,M5G,December,12.00,Robbery,5
2019,M5H,December,12.00,Assault,17
2019,M5H,December,12.00,Auto Theft,2
2019,M5H,December,12.00,Break and Enter,1
2019,M5H,December,12.00,Robbery,2
2019,M5H,December,12.00,Theft Over,3
2019,M5J,December,12.00,Assault,19
2019,M5J,December,12.00,Auto Theft,3
2019,M5J,December,12.00,Break and Enter,6
2019,M5J,December,12.00,Robbery,1
2019,M5J,December,12.00,Theft Over,1
2019,M5M,December,12.00,Assault,4
2019,M5M,December,12.00,Auto Theft,3
2019,M5M,December,12.00,Break and Enter,6
2019,M5M,December,12.00,Robbery,2
2019,M5M,December,12.00,Theft Over,1
2019,M5N,December,12.00,Assault,4
2019,M5N,December,12.00,Auto Theft,4
2019,M5N,December,12.00,Break and Enter,5
2019,M5N,December,12.00,Robbery,1
2019,M5P,December,12.00,Assault,7
2019,M5P,December,12.00,Auto Theft,1
2019,M5P,December,12.00,Break and Enter,5
2019,M5P,December,12.00,Robbery,1
2019,M5R,December,12.00,Assault,18
2019,M5R,December,12.00,Break and Enter,13
2019,M5R,December,12.00,Robbery,2
2019,M5R,December,12.00,Theft Over,2
2019,M5S,December,12.00,Assault,22
2019,M5S,December,12.00,Auto Theft,1
2019,M5S,December,12.00,Break and Enter,13
2019,M5S,December,12.00,Robbery,2
2019,M5S,December,12.00,Theft Over,1
2019,M5T,December,12.00,Assault,32
2019,M5T,December,12.00,Auto Theft,3
2019,M5T,December,12.00,Break and Enter,18
2019,M5T,December,12.00,Robbery,3
2019,M5T,December,12.00,Theft Over,1
2019,M5V,December,12.00,Assault,61
2019,M5V,December,12.00,Auto Theft,3
2019,M5V,December,12.00,Break and Enter,27
2019,M5V,December,12.00,Robbery,7
2019,M5V,December,12.00,Theft Over,7
2019,M6A,December,12.00,Assault,24
2019,M6A,December,12.00,Auto Theft,7
2019,M6A,December,12.00,Break and Enter,6
2019,M6A,December,12.00,Robbery,6
2019,M6A,December,12.00,Theft Over,3
2019,M6B,December,12.00,Assault,3
2019,M6B,December,12.00,Auto Theft,3
2019,M6B,December,12.00,Break and Enter,5
2019,M6B,December,12.00,Robbery,1
2019,M6C,December,12.00,Assault,12
2019,M6C,December,12.00,Auto Theft,2
2019,M6C,December,12.00,Break and Enter,10
2019,M6C,December,12.00,Robbery,4
2019,M6E,December,12.00,Assault,23
2019,M6E,December,12.00,Auto Theft,4
2019,M6E,December,12.00,Break and Enter,9
2019,M6E,December,12.00,Robbery,8
